chr1	1	28000000
chr1	58086813	58246103
chr1	68900000	69700000
chr1	84900000	94700000
chr1	97749962	98119925
chr1	142600000	155000000
chr1	172900000	176000000
chr1	216107179	226571879
chr1	243700000	249250621
chr1	128900000	142600000
chr1	185768985	185973189
chr1	70912951	74368946
chr10	52709908	54128540
chr10	67679719	69455927
chr10	112997350	113146946
chr10	119100000	127500000
chr10	42300000	52900000
chr11	16200000	21700000
chr11	26100000	27200000
chr11	27911668	33248988
chr11	84254200	91858150
chr11	113604436	118167704
chr11	63400000	77100000
chr12	80300000	92600000
chr12	109000000	133851895
chr12	19124567	26565600
chr13	35556088	36182902
chr13	59600000	62300000
chr13	95000000	101700000
chr13	73285674	76386498
chr13	91771620	97492235
chr14	58100000	67900000
chr14	69176725	69360854
chr15	61080347	61272167
chr16	65360002	65377464
chr16	77876736	79263361
chr17	57600000	58300000
chr18	36561247	41459091
chr18	53800000	61600000
chr18	67255061	67436275
chr19	32400000	59128983
chr2	18523760	19272388
chr2	14933889	15682339
chr2	52900000	55000000
chr2	68600000	75000000
chr2	137487452	143079253
chr2	169191352	170472920
chr2	183246079	190635358
chr2	205181624	209723427
chr2	237300000	243199373
chr2	148055009	151844210
chr2	154536486	157372104
chr20	10389728	17851917
chr22	33668847	34318829
chr3	22197192	25704919
chr3	59726289	61483201
chr3	182700000	187900000
chr3	148900000	160700000
chr3	115720947	117618351
chr3	172850194	175611701
chr3	187852941	192666426
chr3	75820098	80043960
chr4	35020075	36527591
chr4	6000000	11300000
chr4	52700000	59500000
chr4	130963205	137403713
chr4	139499745	140592371
chr4	18116070	21984342
chr4	87858344	94943194
chr5	28900000	42500000
chr5	92300000	98200000
chr5	130600000	136200000
chr5	93721048	93890472
chr5	22894007	31479976
chr5	16827995	20923583
chr5	98200000	109600000
chr5	58546937	60186044
chr6	4200000	7100000
chr6	25200000	27000000
chr6	70000000	75900000
chr6	160390131	163617814
chr6	111215703	112538960
chr6	88000000	93100000
chr6	27804038	37158663
chr7	10238	12392279
chr7	35000000	37200000
chr7	43300000	45400000
chr7	79941352	84889264
chr7	98000000	107400000
chr7	111611277	112348135
chr7	116047191	116593380
chr7	129674634	133661222
chr7	130625063	133965766
chr7	144197670	146168301
chr7	59900000	77500000
chr7	105591981	114528369
chr7	110652159	111104312
chr8	86985240	87163073
chr8	124167615	128248315
chr8	139900000	146364022
chr9	19900000	33200000
chr9	97884804	98066376
chr9	109484631	119038472
chr9	50700000	65900000
chr9	17148368	17497086
chrX	5599070	8211046
chrX	29811386	32833871
chrX	140300000	142100000
chrX	93760662	97050706
